range;linha;descricao;posto;datainicioplan;datafimplan;datainicioreal;datafimreal;fimreal_fimplan;inicioreal_inicioplan;fimreal_inicioreal;fimplan_inicioplan
L1617;CF-3;65400;65400 - Upper Panel;2019-09-26 12:30:00.000;2019-10-01 12:00:00.000;2019-10-04 16:40:00.000;2019-10-10 08:45:00.000;-7;-6;5;4
L1617;CF-3;65360;65360 - Upper Panel RH;2019-09-26 12:30:00.000;2019-10-01 12:00:00.000;2019-10-04 15:00:00.000;2019-10-09 09:00:00.000;-6;-6;4;4
L1617;CF-3;65300;65300 - Upper Panel LF;2019-09-26 12:30:00.000;2019-10-01 12:00:00.000;2019-10-03 14:30:00.000;2019-10-08 13:30:00.000;-5;-5;4;4
L1617;CF-3;65780;65780 - Lateral Upper LF;2019-10-02 12:30:00.000;2019-10-07 12:00:00.000;2019-10-09 07:30:00.000;2019-10-14 14:00:00.000;-5;-5;4;4
L1617;CF-3;65840;65840 - Lateral Upper RH;2019-10-02 12:30:00.000;2019-10-07 12:00:00.000;2019-10-11 07:20:00.000;2019-10-16 09:00:00.000;-7;-7;4;4
L1617;CF-3;65960;65960 - Shell Upper;2019-10-10 12:30:00.000;2019-10-18 12:00:00.000;2019-10-21 09:00:00.000;2019-10-25 16:40:00.000;-5;-7;5;7
L1617;CF-3;66000;66000 - Assy Junction;2019-10-23 12:30:00.000;2019-10-31 12:00:00.000;2019-11-04 07:30:00.000;2019-11-11 16:50:00.000;-7;-8;6;7
L1617;CF-3;INTERFACE;86640/86630 - Interface Porta;2019-11-01 12:30:00.000;2019-11-06 12:00:00.000;2019-11-12 08:30:00.000;NULL;NULL;-7;NULL;3
L1617;CF-3;GATE A;Gate A;2019-11-06 12:30:00.000;2019-11-11 12:00:00.000;NULL;NULL;NULL;NULL;NULL;4
L1617;CF-3;PRIM SELAGEM;1ª Selagem + Insp + Reparo;2019-11-12 12:30:00.000;2019-11-14 12:00:00.000;NULL;NULL;NULL;NULL;NULL;3
L1617;CF-3;COMPLEMENTAÇÃO;Complementação;2019-11-14 12:30:00.000;2019-11-25 12:00:00.000;NULL;NULL;NULL;NULL;NULL;7
L1617;CF-3;GATE B QUALIDADE;Gate B Qualidade;2019-11-25 12:30:00.000;2019-11-26 12:00:00.000;NULL;NULL;NULL;NULL;NULL;2
L1617;CF-3;GATE B PRODUÇÃO;Gate B Produção;2019-11-26 12:30:00.000;2019-11-27 12:00:00.000;NULL;NULL;NULL;NULL;NULL;2
L1617;CF-3;SELAGEM;Selagem;2019-11-27 12:30:00.000;2019-11-28 12:00:00.000;NULL;NULL;NULL;NULL;NULL;2
L1617;CF-3;PINTURA;Pintura;2019-11-28 12:30:00.000;2019-11-29 12:00:00.000;NULL;NULL;NULL;NULL;NULL;2
L1617;CF-3;COMPL POS PINTURA;Compl Pós-Pint + Hoisting;2019-12-02 07:30:00.000;2019-12-02 12:00:00.000;NULL;NULL;NULL;NULL;NULL;1
L1617;CF-3;PU FINAL;PU Final;2019-12-02 12:30:00.000;2019-12-04 12:00:00.000;NULL;NULL;NULL;NULL;NULL;3
L1617;CF-3;GATE C;Gate C;2019-12-04 12:30:00.000;2019-12-05 12:00:00.000;NULL;NULL;NULL;NULL;NULL;2
L1617;CF-3;ENVIO EADI;Fuselagem Disponível;2019-12-05 12:30:00.000;2019-12-05 12:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1618;CF-1;COMPLEMENTAÇÃO;Complementação;2019-11-21 10:00:00.000;2019-12-02 09:30:00.000;NULL;NULL;NULL;NULL;NULL;8
L1618;CF-1;GATE B QUA;Gate B Qualidade;2019-12-02 10:00:00.000;2019-12-02 12:00:00.000;NULL;NULL;NULL;NULL;NULL;1
L1618;CF-1;GATE B PRO;Gate B Produção;2019-12-02 12:30:00.000;2019-12-03 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-1;SELAGEM;Selagem;2019-12-03 10:00:00.000;2019-12-04 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-1;PINTURA;Pintura;2019-12-04 10:00:00.000;2019-12-05 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-1;PRÉ-INSPEÇÃO;Pré Inspeção;2019-12-05 10:00:00.000;2019-12-05 14:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1618;CF-1;INSPEÇÃO;Inspeção Sel Pint;2019-12-05 15:00:00.000;2019-12-06 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-1;PU FINAL;PU Final;2019-12-06 10:00:00.000;2019-12-10 09:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1618;CF-1;GATE C;Gate C;2019-12-10 10:00:00.000;2019-12-11 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-1;ENVIO EADI;Fuselagem Disponível;2019-12-11 10:00:00.000;2019-12-11 10:00:00.000;NULL;NULL;NULL;NULL;NULL;1
L1618;CF-1;67080;67080 - Enquadramento Porta;2019-10-24 10:00:00.000;2019-10-29 09:30:00.000;2019-10-24 07:30:00.000;2019-10-25 16:30:00.000;2;0;2;4
L1618;CF-1;67120;67120 - Piso;2019-10-24 10:00:00.000;2019-11-04 09:30:00.000;2019-10-24 10:30:00.000;NULL;NULL;0;NULL;7
L1618;CF-1;67061;67061 - Lateral Lower Right;2019-10-25 10:00:00.000;2019-10-30 09:30:00.000;2019-10-28 07:30:00.000;2019-10-30 16:30:00.000;0;-1;3;4
L1618;CF-1;67065;67065 - Lateral Lower Right;2019-10-31 10:00:00.000;2019-11-05 09:30:00.000;2019-11-01 07:30:00.000;2019-11-08 16:30:00.000;-3;-1;5;3
L1618;CF-1;67051;67051 - Lateral Lower Left;2019-10-30 10:00:00.000;2019-11-04 09:30:00.000;2019-10-30 07:30:00.000;2019-10-31 16:30:00.000;2;0;2;3
L1618;CF-1;67030;67030 - Shell Lower;2019-11-05 10:00:00.000;2019-11-08 09:30:00.000;NULL;NULL;NULL;NULL;NULL;4
L1618;CF-1;67042;67042 - Lateral Upper LF;2019-10-29 10:00:00.000;2019-11-01 09:30:00.000;2019-10-30 13:30:00.000;2019-10-31 16:30:00.000;1;-1;2;4
L1618;CF-1;67041;67041 - Lateral Lower RH;2019-10-30 10:00:00.000;2019-11-04 09:30:00.000;2019-10-30 11:00:00.000;NULL;NULL;0;NULL;3
L1618;CF-1;67040;67040 - Shell Upper;2019-11-04 10:00:00.000;2019-11-07 09:30:00.000;NULL;NULL;NULL;NULL;NULL;4
L1618;CF-1;67010;67010 - Assy Junction;2019-11-08 10:00:00.000;2019-11-13 09:30:00.000;NULL;NULL;NULL;NULL;NULL;4
L1618;CF-1;INTERFACE;Interface ;2019-11-14 10:00:00.000;2019-11-20 09:30:00.000;NULL;NULL;NULL;NULL;NULL;4
L1618;CF-1;GATE A;Gate A;2019-11-14 10:00:00.000;2019-11-20 09:30:00.000;NULL;NULL;NULL;NULL;NULL;4
L1618;CF-3;"120; 180; 240; 300; 360; 400";PGV - Furação (120,180,240,300,360,400);2019-09-20 10:00:00.000;2019-09-25 09:30:00.000;2019-10-02 09:30:00.000;2019-10-02 15:30:00.000;-5;-8;1;4
L1618;CF-3;65420;65420 - Enquadramento Porta;2019-10-02 10:00:00.000;2019-10-07 09:30:00.000;2019-10-09 13:00:00.000;2019-10-11 10:30:00.000;-4;-5;3;4
L1618;CF-3;65480;65480 - Enquadramento Porta;2019-09-30 10:00:00.000;2019-10-03 09:30:00.000;2019-10-03 14:10:00.000;2019-10-07 10:30:00.000;-2;-3;3;4
L1618;CF-3;65540;65540 - Enquadramento Porta;2019-09-30 10:00:00.000;2019-10-03 09:30:00.000;2019-10-01 10:10:00.000;2019-10-03 08:00:00.000;0;-1;3;4
L1618;CF-3;65600;65600 - Piso;2019-10-11 10:00:00.000;2019-10-16 09:30:00.000;2019-10-21 08:30:00.000;2019-10-23 11:00:00.000;-5;-6;3;4
L1618;CF-3;65660;65660 - Piso;2019-10-11 10:00:00.000;2019-10-16 09:30:00.000;2019-10-23 07:30:00.000;2019-10-29 14:00:00.000;-9;-8;5;4
L1618;CF-3;65180 LIGHT;65180 - Light Lower Panel;2019-09-25 10:00:00.000;2019-09-30 09:30:00.000;2019-10-04 09:35:00.000;2019-10-09 11:20:00.000;-7;-7;4;4
L1618;CF-3;65240 LIGHT;65240 - Light Lower Panel RH;2019-10-02 10:00:00.000;2019-10-07 09:30:00.000;2019-10-10 10:50:00.000;2019-10-15 11:30:00.000;-6;-6;4;4
L1618;CF-3;65120 LIGHT;65120 - Light Lower Panel LF;2019-10-07 10:00:00.000;2019-10-10 09:30:00.000;2019-10-15 13:10:00.000;2019-10-18 09:00:00.000;-6;-6;4;4
L1618;CF-3;65400 LIGHT;65400 - Light Upper Panel RH;2019-09-26 10:00:00.000;2019-10-01 09:30:00.000;2019-10-03 14:10:00.000;2019-10-09 09:45:00.000;-6;-5;5;4
L1618;CF-3;65300 LIGHT;65300 - Light Upper Panel LF;2019-09-26 10:00:00.000;2019-10-01 09:30:00.000;2019-10-02 15:45:00.000;2019-10-08 13:30:00.000;-5;-4;5;4
L1618;CF-3;65180;65180 - Lower Panel;2019-09-30 10:00:00.000;2019-10-03 09:30:00.000;2019-10-14 12:50:00.000;2019-10-16 13:20:00.000;-9;-10;3;4
L1618;CF-3;65720;65720 - Lower Fuselage;2019-10-03 10:00:00.000;2019-10-08 09:30:00.000;2019-10-16 13:40:00.000;2019-10-17 16:00:00.000;-7;-9;2;4
L1618;CF-3;65240;65240 - Lower Panel RH;2019-10-07 10:00:00.000;2019-10-10 09:30:00.000;2019-10-15 13:00:00.000;2019-10-18 11:00:00.000;-6;-6;4;4
L1618;CF-3;65110;65110 - Lateral LowerRH;2019-10-10 10:00:00.000;2019-10-18 09:30:00.000;2019-10-21 09:00:00.000;2019-10-25 14:00:00.000;-5;-7;5;7
L1618;CF-3;65120;65120 - Lower Panel LF;2019-10-11 10:00:00.000;2019-10-16 09:30:00.000;2019-10-22 08:00:00.000;2019-10-24 16:30:00.000;-6;-7;3;4
L1618;CF-3;65900;65900 - Shell Lower;2019-10-21 10:00:00.000;2019-10-29 09:30:00.000;2019-10-28 07:30:00.000;2019-11-04 16:00:00.000;-4;-5;5;7
L1618;CF-3;65400;65400 - Upper Panel;2019-10-02 10:00:00.000;2019-10-07 09:30:00.000;2019-10-10 10:30:00.000;2019-10-15 11:00:00.000;-6;-6;4;4
L1618;CF-3;65360;65360 - Upper Panel RH;2019-10-02 10:00:00.000;2019-10-07 09:30:00.000;2019-10-09 09:10:00.000;2019-10-14 07:35:00.000;-5;-5;4;4
L1618;CF-3;65300;65300 - Upper Panel LF;2019-10-02 10:00:00.000;2019-10-07 09:30:00.000;2019-10-08 13:50:00.000;2019-10-11 14:30:00.000;-4;-4;4;4
L1618;CF-3;65780;65780 - Lateral Upper LF;2019-10-08 10:00:00.000;2019-10-11 09:30:00.000;2019-10-14 14:20:00.000;2019-10-17 16:00:00.000;-4;-4;4;4
L1618;CF-3;65840;65840 - Lateral Upper RH;2019-10-08 10:00:00.000;2019-10-11 09:30:00.000;2019-10-16 13:00:00.000;2019-10-22 09:00:00.000;-7;-6;5;4
L1618;CF-3;65960;65960 - Shell Upper;2019-10-16 10:00:00.000;2019-10-24 09:30:00.000;2019-10-24 09:00:00.000;2019-10-31 11:00:00.000;-5;-6;6;7
L1618;CF-3;66000;66000 - Assy Junction;2019-10-29 10:00:00.000;2019-11-06 09:30:00.000;2019-11-06 13:00:00.000;NULL;NULL;-6;NULL;6
L1618;CF-3;INTERFACE;86640/86630 - Interface Porta;2019-11-07 10:00:00.000;2019-11-12 09:30:00.000;NULL;NULL;NULL;NULL;NULL;4
L1618;CF-3;GATE A;Gate A;2019-11-12 10:00:00.000;2019-11-18 09:30:00.000;NULL;NULL;NULL;NULL;NULL;4
L1618;CF-3;PRIM SELAGEM;1ª Selagem + Insp + Reparo;2019-11-19 10:00:00.000;2019-11-21 09:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1618;CF-3;COMPLEMENTAÇÃO;Complementação;2019-11-21 10:00:00.000;2019-11-29 09:30:00.000;NULL;NULL;NULL;NULL;NULL;7
L1618;CF-3;GATE B QUALIDADE;Gate B Qualidade;2019-11-29 10:00:00.000;2019-12-02 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-3;GATE B PRODUÇÃO;Gate B Produção;2019-12-02 10:00:00.000;2019-12-03 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-3;SELAGEM;Selagem;2019-12-03 10:00:00.000;2019-12-04 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-3;PINTURA;Pintura;2019-12-04 10:00:00.000;2019-12-05 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-3;COMPL POS PINTURA;Compl Pós-Pint + Hoisting;2019-12-05 15:00:00.000;2019-12-06 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-3;PU FINAL;PU Final;2019-12-06 10:00:00.000;2019-12-10 09:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1618;CF-3;GATE C;Gate C;2019-12-10 10:00:00.000;2019-12-11 09:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1618;CF-3;ENVIO EADI;Fuselagem Disponível;2019-12-11 10:00:00.000;2019-12-11 10:00:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-1;COMPLEMENTAÇÃO;Complementação;2019-11-27 07:30:00.000;2019-12-05 16:30:00.000;NULL;NULL;NULL;NULL;NULL;7
L1619;CF-1;GATE B QUA;Gate B Qualidade;2019-12-06 07:30:00.000;2019-12-06 09:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-1;GATE B PRO;Gate B Produção;2019-12-06 10:00:00.000;2019-12-06 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-1;SELAGEM;Selagem;2019-12-09 07:30:00.000;2019-12-09 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-1;PINTURA;Pintura;2019-12-10 07:30:00.000;2019-12-10 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-1;PRÉ-INSPEÇÃO;Pré Inspeção;2019-12-11 07:30:00.000;2019-12-11 12:00:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-1;INSPEÇÃO;Inspeção Sel Pint;2019-12-11 12:30:00.000;2019-12-11 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-1;PU FINAL;PU Final;2019-12-12 07:30:00.000;2019-12-13 16:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1619;CF-1;GATE C;Gate C;2019-12-16 07:30:00.000;2019-12-16 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-1;ENVIO EADI;Fuselagem Disponível;2019-12-17 07:30:00.000;2019-12-17 07:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-1;67080;67080 - Enquadramento Porta;2019-10-30 07:30:00.000;2019-11-01 16:30:00.000;2019-10-30 07:30:00.000;2019-11-01 16:30:00.000;0;0;3;3
L1619;CF-1;67120;67120 - Piso;2019-10-30 07:30:00.000;2019-11-07 16:30:00.000;2019-11-04 07:30:00.000;NULL;NULL;-3;NULL;6
L1619;CF-1;67061;67061 - Lateral Lower Right;2019-10-31 07:30:00.000;2019-11-04 16:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1619;CF-1;67065;67065 - Lateral Lower Right;2019-11-06 07:30:00.000;2019-11-08 16:30:00.000;2019-11-08 07:30:00.000;NULL;NULL;-2;NULL;3
L1619;CF-1;67051;67051 - Lateral Lower Left;2019-11-05 07:30:00.000;2019-11-07 16:30:00.000;2019-11-05 07:30:00.000;NULL;NULL;0;NULL;3
L1619;CF-1;67030;67030 - Shell Lower;2019-11-11 07:30:00.000;2019-11-13 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1619;CF-1;67042;67042 - Lateral Upper LF;2019-11-04 07:30:00.000;2019-11-06 16:30:00.000;2019-11-06 07:30:00.000;2019-11-07 16:30:00.000;-1;-2;2;3
L1619;CF-1;67041;67041 - Lateral Lower RH;2019-11-05 07:30:00.000;2019-11-07 16:30:00.000;2019-11-07 07:30:00.000;NULL;NULL;-2;NULL;3
L1619;CF-1;67040;67040 - Shell Upper;2019-11-08 07:30:00.000;2019-11-12 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1619;CF-1;67010;67010 - Assy Junction;2019-11-14 07:30:00.000;2019-11-19 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1619;CF-1;INTERFACE;Interface ;2019-11-21 07:30:00.000;2019-11-25 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1619;CF-1;GATE A;Gate A;2019-11-21 07:30:00.000;2019-11-25 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1619;CF-3;"120; 180; 240; 300; 360; 400";PGV - Furação (120,180,240,300,360,400);2019-09-26 07:30:00.000;2019-09-30 16:30:00.000;2019-10-07 15:00:00.000;2019-10-08 11:00:00.000;-6;-7;2;3
L1619;CF-3;65420;65420 - Enquadramento Porta;2019-10-08 07:30:00.000;2019-10-10 16:30:00.000;2019-10-15 09:00:00.000;2019-10-16 15:00:00.000;-4;-5;2;3
L1619;CF-3;65180;65180 - Lower Panel;2019-10-04 07:30:00.000;2019-10-08 16:30:00.000;2019-10-18 07:10:00.000;2019-10-22 14:30:00.000;-10;-10;3;3
L1619;CF-3;65720;65720 - Lower Fuselage;2019-10-09 07:30:00.000;2019-10-11 16:30:00.000;2019-10-22 14:50:00.000;2019-10-24 11:00:00.000;-9;-9;3;3
L1619;CF-3;65240;65240 - Lower Panel RH;2019-10-11 07:30:00.000;2019-10-15 16:30:00.000;2019-10-18 13:30:00.000;2019-10-23 14:30:00.000;-6;-5;4;3
L1619;CF-3;65110;65110 - Lateral LowerRH;2019-10-16 07:30:00.000;2019-10-23 16:30:00.000;2019-10-25 09:00:00.000;2019-10-30 13:00:00.000;-5;-7;4;6
L1619;CF-3;65120;65120 - Lower Panel LF;2019-10-17 07:30:00.000;2019-10-21 16:30:00.000;2019-10-25 07:30:00.000;2019-10-29 15:00:00.000;-6;-6;3;3
L1619;CF-3;65900;65900 - Shell Lower;2019-10-25 07:30:00.000;2019-11-01 16:30:00.000;2019-11-01 14:00:00.000;2019-11-11 16:30:00.000;-6;-5;6;6
L1619;CF-3;65400;65400 - Upper Panel;2019-10-08 07:30:00.000;2019-10-10 16:30:00.000;2019-10-15 11:30:00.000;2019-10-18 14:00:00.000;-6;-5;4;3
L1619;CF-3;65360;65360 - Upper Panel RH;2019-10-08 07:30:00.000;2019-10-10 16:30:00.000;2019-10-14 07:40:00.000;2019-10-16 08:45:00.000;-4;-4;3;3
L1619;CF-3;65300;65300 - Upper Panel LF;2019-10-08 07:30:00.000;2019-10-10 16:30:00.000;2019-10-14 10:20:00.000;2019-10-17 14:00:00.000;-5;-4;4;3
L1619;CF-3;65780;65780 - Lateral Upper LF;2019-10-14 07:30:00.000;2019-10-16 16:30:00.000;2019-10-18 14:45:00.000;2019-10-24 08:30:00.000;-6;-4;5;3
L1619;CF-3;65840;65840 - Lateral Upper RH;2019-10-14 07:30:00.000;2019-10-16 16:30:00.000;2019-10-22 10:30:00.000;2019-10-28 10:00:00.000;-8;-6;5;3
L1619;CF-3;65960;65960 - Shell Upper;2019-10-22 07:30:00.000;2019-10-29 16:30:00.000;2019-10-29 14:35:00.000;2019-11-05 15:50:00.000;-5;-5;5;6
L1619;CF-3;66000;66000 - Assy Junction;2019-11-04 07:30:00.000;2019-11-11 16:30:00.000;2019-11-13 08:30:00.000;NULL;NULL;-7;NULL;6
L1619;CF-3;INTERFACE;86640/86630 - Interface Porta;2019-11-13 07:30:00.000;2019-11-18 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1619;CF-3;GATE A;Gate A;2019-11-19 07:30:00.000;2019-11-21 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1619;CF-3;65540;65540 - Enquadramento Porta;2019-10-04 07:30:00.000;2019-10-08 16:30:00.000;2019-10-07 10:40:00.000;2019-10-09 13:00:00.000;-1;-1;3;3
L1619;CF-3;65600;65600 - Piso;2019-10-17 07:30:00.000;2019-10-21 16:30:00.000;2019-10-23 15:10:00.000;2019-10-28 10:00:00.000;-5;-4;4;3
L1619;CF-3;65660;65660 - Piso;2019-10-17 07:30:00.000;2019-10-21 16:30:00.000;2019-10-25 08:00:00.000;2019-11-01 08:00:00.000;-9;-6;6;3
L1619;CF-3;65180 LIGHT;65180 - Light Lower Panel;2019-10-01 07:30:00.000;2019-10-03 16:30:00.000;2019-10-09 11:30:00.000;2019-10-15 09:20:00.000;-8;-6;5;3
L1619;CF-3;65240 LIGHT;65240 - Light Lower Panel RH;2019-10-08 07:30:00.000;2019-10-10 16:30:00.000;2019-10-15 11:40:00.000;2019-10-18 08:45:00.000;-6;-5;4;3
L1619;CF-3;65120 LIGHT;65120 - Light Lower Panel LF;2019-10-11 07:30:00.000;2019-10-15 16:30:00.000;2019-10-18 10:00:00.000;2019-10-23 09:30:00.000;-6;-5;4;3
L1619;CF-3;65400 LIGHT;65400 - Light Upper Panel RH;2019-10-02 07:30:00.000;2019-10-04 16:30:00.000;2019-10-09 10:00:00.000;2019-10-14 09:45:00.000;-6;-5;4;3
L1619;CF-3;65300 LIGHT;65300 - Light Upper Panel LF;2019-10-02 07:30:00.000;2019-10-04 16:30:00.000;2019-10-08 13:40:00.000;2019-10-14 09:30:00.000;-6;-4;5;3
L1619;CF-3;65480;65480 - Enquadramento Porta;2019-10-04 07:30:00.000;2019-10-08 16:30:00.000;2019-10-10 08:40:00.000;2019-10-15 08:00:00.000;-5;-4;4;3
L1619;CF-3;PRIM SELAGEM;1ª Selagem + Insp + Reparo;2019-11-25 07:30:00.000;2019-11-26 16:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1619;CF-3;COMPLEMENTAÇÃO;Complementação;2019-11-27 07:30:00.000;2019-12-04 16:30:00.000;NULL;NULL;NULL;NULL;NULL;6
L1619;CF-3;GATE B QUALIDADE;Gate B Qualidade;2019-12-05 07:30:00.000;2019-12-05 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-3;GATE B PRODUÇÃO;Gate B Produção;2019-12-06 07:30:00.000;2019-12-06 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-3;SELAGEM;Selagem;2019-12-09 07:30:00.000;2019-12-09 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-3;PINTURA;Pintura;2019-12-10 07:30:00.000;2019-12-10 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-3;COMPL POS PINTURA;Compl Pós-Pint + Hoisting;2019-12-11 12:30:00.000;2019-12-11 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-3;PU FINAL;PU Final;2019-12-12 07:30:00.000;2019-12-13 16:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1619;CF-3;GATE C;Gate C;2019-12-16 07:30:00.000;2019-12-16 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1619;CF-3;ENVIO EADI;Fuselagem Disponível;2019-12-17 07:30:00.000;2019-12-17 07:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1620;CF-1;COMPLEMENTAÇÃO;Complementação;2019-12-04 07:30:00.000;2019-12-12 16:30:00.000;NULL;NULL;NULL;NULL;NULL;7
L1620;CF-1;GATE B QUA;Gate B Qualidade;2019-12-13 07:30:00.000;2019-12-13 09:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1620;CF-1;GATE B PRO;Gate B Produção;2019-12-13 10:00:00.000;2019-12-13 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1620;CF-1;SELAGEM;Selagem;2019-12-16 07:30:00.000;2019-12-16 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1620;CF-1;PINTURA;Pintura;2019-12-17 07:30:00.000;2019-12-17 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1620;CF-1;PRÉ-INSPEÇÃO;Pré Inspeção;2019-12-18 07:30:00.000;2019-12-18 12:00:00.000;NULL;NULL;NULL;NULL;NULL;1
L1620;CF-1;INSPEÇÃO;Inspeção Sel Pint;2019-12-18 12:30:00.000;2019-12-18 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1620;CF-1;PU FINAL;PU Final;2019-12-19 07:30:00.000;2019-12-20 16:30:00.000;NULL;NULL;NULL;NULL;NULL;2
L1620;CF-1;GATE C;Gate C;2019-12-23 07:30:00.000;2019-12-23 16:30:00.000;NULL;NULL;NULL;NULL;NULL;1
L1620;CF-1;67080;67080 - Enquadramento Porta;2019-11-05 07:30:00.000;2019-11-07 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1620;CF-1;67120;67120 - Piso;2019-11-05 07:30:00.000;2019-11-13 16:30:00.000;NULL;NULL;NULL;NULL;NULL;7
L1620;CF-1;67061;67061 - Lateral Lower Right;2019-11-06 07:30:00.000;2019-11-08 16:30:00.000;2019-11-12 07:30:00.000;NULL;NULL;-4;NULL;3
L1620;CF-1;67065;67065 - Lateral Lower Right;2019-11-12 07:30:00.000;2019-11-14 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1620;CF-1;67051;67051 - Lateral Lower Left;2019-11-11 07:30:00.000;2019-11-13 16:30:00.000;2019-11-12 07:30:00.000;NULL;NULL;-1;NULL;3
L1620;CF-1;67030;67030 - Shell Lower;2019-11-18 07:30:00.000;2019-11-20 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1620;CF-1;67042;67042 - Lateral Upper LF;2019-11-08 07:30:00.000;2019-11-12 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1620;CF-1;67041;67041 - Lateral Lower RH;2019-11-11 07:30:00.000;2019-11-13 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1620;CF-1;67040;67040 - Shell Upper;2019-11-14 07:30:00.000;2019-11-19 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1620;CF-1;67010;67010 - Assy Junction;2019-11-21 07:30:00.000;2019-11-25 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1620;CF-1;INTERFACE;Interface ;2019-11-27 07:30:00.000;2019-11-29 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1620;CF-1;GATE A;Gate A;2019-11-27 07:30:00.000;2019-11-29 16:30:00.000;NULL;NULL;NULL;NULL;NULL;3
L1620;CF-3;"120; 180; 240; 300; 360; 400";PGV - Furação (120,180,240,300,360,400);2019-10-02 07:30:00.000;2019-10-04 16:30:00.000;2019-10-10 09:20:00.000;2019-10-10 15:50:00.000;-4;-6;1;3
L1620;CF-3;65420;65420 - Enquadramento Porta;2019-10-14 07:30:00.000;2019-10-16 16:30:00.000;2019-10-16 15:10:00.000;2019-10-18 12:00:00.000;-2;-2;3;3
L1620;CF-3;65480;65480 - Enquadramento Porta;2019-10-10 07:30:00.000;2019-10-14 16:30:00.000;2019-10-15 08:10:00.000;2019-10-17 10:00:00.000;-3;-3;3;3
L1620;CF-3;65540;65540 - Enquadramento Porta;2019-10-10 07:30:00.000;2019-10-14 16:30:00.000;2019-10-11 10:40:00.000;2019-10-15 08:40:00.000;-1;-1;3;3
L1620;CF-3;65600;65600 - Piso;2019-10-23 07:30:00.000;2019-10-25 16:30:00.000;2019-10-29 14:00:00.000;2019-11-01 14:00:00.000;-5;-4;4;3
L1620;CF-3;65660;65660 - Piso;2019-10-23 07:30:00.000;2019-10-25 16:30:00.000;2019-11-01 08:30:00.000;2019-11-05 16:00:00.000;-7;-7;2;3
